"Product Code","Product Name",Variant,Expected,Counted
50,Bro,,10.0000,
721557365205,"DF_FAMILY ASSORTED",ធុង,-30.0000,
721557365205,"DF_FAMILY ASSORTED",កេស,6.0000,
721557365229,"DF_GOLDEN STORY",ធុង,-1531.0000,
721557365229,"DF_GOLDEN STORY",កេស,-7746.0000,
9555311002454,"WF_TEA TIME",កេស,120.0000,
955531100254,"WF_TEA TIME",ធុង,-234.0000,
9555311002621,"WF_GONG XI FA CAI",ធុង,20.0000,
9555311002638,"WF_BREAK TIME",កេស,60.0000,
9555311002652,WF_HAPPINESS-BLUE,ធុង,-25.0000,
9555311002669,WF_HAPPINESS-RED,ធុង,-20.0000,
9555311002676,WF_FESTIVAL,ធុង,-57.0000,
9555311002683,"WF_SUNNY DAY",ធុង,-3.0000,
9555311002683,"WF_SUNNY DAY",កេស,60.0000,
9556422568891,WF_BUMPER,ធុង,-60.0000,
9556422568891,WF_BUMPER,កេស,-144.0000,
9556422568907,WF_BLOOSOM,កេស,-222.0000,
:C,"Don't Use this pro (Nak)",Kg,9000.0000,
:C1,"Don't Use this pro (Nak)",Kg,8500.0000,
:C2,"Don't Use this pro (Nak)",Kg,1500.0000,
a001,a001,កេស,720.0000,
a001,a001,Unit,22.0000,
a002,a002,Unit,-100.0000,
a002,a002,កេស,120.0000,
a004,a004,,10.0000,
A01,A01,កេស,192.0000,
A01,A01,Unit,-23.0000,
a010,a010,,20.0000,
A1,A1,កេស,2640.0000,
A10,A10,Unit,0.0000,
A10,A10,កេស,100.0000,
A11,A11,Unit,0.0000,
A11,A11,កេស,100.0000,
A2,A2,កេស,2448.0000,
A3,A3,កេស,480.0000,
A3,A3,កំប៉ុង,46.0000,
A4,A4,,1.0000,
A5,A5,,1.0000,
aaaa,AAAA,m^2,-1.0000,
abc123,ABC,,50.0000,
"Angkor Beer ","Angkor Beer",,4.0000,
cha10,cha10,Each,1.0000,
coca123,Coca,កេស,1200.0000,
coca123,Coca,កំប៉ុង,23560.0000,
coco001,coco,,967.0000,
coco_variant002,coco_variant,Each,979.0000,
coco_variant002,coco_variant,Box,0.0000,
CON01,Corn,កេស,550.0000,
CON01,Corn,កំប៉ុង,-80.0000,
CON02,Rice,Each,-1.5000,
CON02,Rice,Box,20.0000,
FI01,"Fin 01",កេស,36.0000,
FI02,"Fin 02",កេស,-102.0000,
FI02,"Fin 02",កំប៉ុង,-240.0000,
FI03,"Fin 03",កេស,60.0000,
FP01,"Ice Cream",Kg,123000.0000,
FP01,"Ice Cream",Gram,11.0000,
HF01,Yogurt,Kg,148000.0000,
"IPhon 7","IPhon 7",,10.0000,
J-0001,Jeanro,Unit,20.0000,
J-0001,Jeanro,Box,48.0000,
KD001,Lucifer,,1000.0000,
KD01,Kakada,,-236.0000,
Leang,Leang,,-2.0000,
MA-0001,MaMa,កេស,960.0000,
MA-0002,"MaMa 2",កេស,2160.0000,
MD001,Madame,,945.0000,
MM-0001,"Mey Jing",Gram,2400.0000,
MM-0002,"Mey Jing2",កេស,2400.0000,
MM-0002,"Mey Jing2",Unit,10.0000,
new_pro,new_pro,,1000.0000,
pepsi123,Pepsi,កេស,1200.0000,
pepsi123,Pepsi,កំប៉ុង,1044.0000,
Poro001,Poro001,,10.0000,
Poro002,Poro002,,10.0000,
R-0001,Rith,Box,2380.0000,
R-0001,Rith,Unit,0.0000,
R-0002,"Rith 2",Box,2400.0000,
RM01,Suger,Kg,49000.0000,
RM01,Suger,Gram,0.0000,
RM02,Milk,Kg,50000.0000,
RM02,Milk,Gram,99.0000,
RM03,Powder,,-5.0000,
RP01,"Power Ranger",កំប៉ុង,-12.0000,
RP01,"Power Ranger",កេស,23976.0000,
RW01,"Raw 01",កេស,-2.0000,
RW02,"Raw 02",កេស,8.0000,
RW03,"Raw 03",កំប៉ុង,1.0000,
saothan-A,saothan-A,,8.0000,
Saothan-B,Saothan-B,,8.0000,
saothan-C,saothan-C,កេស,216.0000,
saothan-C,saothan-C,កំប៉ុង,-16.0000,
T-0001,Tiger,,90.0000,
Tb,"Test Bom",,970.0000,
Tb1,"Test Bom1",,15.0000,
Tb2,"Test Bom2",,9.0000,
Tb3,"Test Bom3",,40.0000,
Tb4,"Test Bom4",,30.0000,
Tb5,"Test Bom5",,18.0000,
Tb6,"Test Bom6",,90.0000,
Tb7,"Test Bom7",,5.0000,
Tb8,"Test Bom8",,50.0000,
TR_TEST,TR_TEST,,100.0000,
TR_TEST1,TR_TEST1,កេស,2400.0000,
TR_TEST1,TR_TEST1,Unit,0.0000,
UK0101,Unknow,,500.0000,
V-0001,Vorn,Box,2400.0000,
V-0001,Vorn,Unit,-10.0000,
V-0002,"Vorn 2",Unit,-10.0000,
V-0002,"Vorn 2",Box,2400.0000,
watch1,watch1,,1.0000,
watch2,watch2,,504.0000,
watch3,watch3,,-4.0000,
